# Program:featureCounts v2.0.0; Command:"featureCounts" "-p" "-T" "4" "-s" "2" "-t" "primary_transcript" "-g" "ID" "-a" "E1_sample_longest_full_ORF_with_constructs.gff" "-o" "E1_counts.txt" "E1_aln.bam" "-R" "BAM" 
Geneid	Chr	Start	End	Strand	Length	E1_aln.bam
YGL041W-A_id004	chrVII	418809	419501	+	693	38
YGL043W_id002	chrVII	417479	418860	+	1382	73
YGL044C_id005	chrVII	415860	417264	-	1405	41
YGL045W_id001	chrVII	413730	415957	+	2228	15
YGL047W_id005	chrVII	411465	412279	+	815	11
YGL048C_id001	chrVII	409852	411314	-	1463	228
YGL049C_id004	chrVII	406693	409765	-	3073	95
YGL050W_id002	chrVII	405691	406865	+	1175	25
YGL051W_tx0	chrVII	403662	404516	+	855	0
YGL053W_id002	chrVII	402490	403626	+	1137	19
YGL054C_id002	chrVII	400538	401380	-	843	282
YGL055W_id001	chrVII	398536	400441	+	1906	565
YGL056C_id004	chrVII	395953	397716	-	1764	4
YGL057C_id001	chrVII	394754	395866	-	1113	12
YGL058W_id001	chrVII	393658	394900	+	1243	69
YGL059W_id001	chrVII	392170	393891	+	1722	8
YGL060W_id001	chrVII	389935	392265	+	2331	20
YGL061C_id004	chrVII	388718	389779	-	1062	14
YGL062W_id008	chrVII	385140	388783	+	3644	97
YGL063W_id002	chrVII	383448	385226	+	1779	32
YGL064C_tx0	chrVII	381398	383233	-	1836	15
YGL065C_id002	chrVII	379637	381327	-	1691	40
YGL066W_id001	chrVII	377418	379778	+	2361	36
YGL067W_id002	chrVII	376046	377488	+	1443	43
YGL068W_id002	chrVII	375049	375941	+	893	97
YGL070C_id003	chrVII	374069	374861	-	793	40
YGL071W_id014	chrVII	371906	374252	+	2347	39
YGL073W_id001	chrVII	368424	371311	+	2888	27
YGL075C_id004	chrVII	366819	368283	-	1465	0
YGL076C_id002	chrVII	364219	366148	-	1930	2257
YGL077C_id005	chrVII	362141	364083	-	1943	200
YGL078C_id002	chrVII	360096	361986	-	1891	185
YGL079W_id001	chrVII	359407	360797	+	1391	23
YGL080W_id011	chrVII	358555	359306	+	752	70
YGL081W_id002	chrVII	357199	358628	+	1430	6
YGL082W_id002	chrVII	355737	357167	+	1431	52
YGL083W_id001	chrVII	352994	355652	+	2659	26
YGL084C_id002	chrVII	350391	352345	-	1955	45
YGL085W_id006	chrVII	349554	350620	+	1067	14
YGL086W_tx0	chrVII	347094	349493	+	2400	92
YGL087C_id002	chrVII	346205	346943	-	739	39
YGL089C_tx0	chrVII	344666	345178	-	513	0
YGL090W_id003	chrVII	343287	345261	+	1975	19
YGL091C_id006	chrVII	341905	343126	-	1222	56
YGL092W_id001	chrVII	337782	341915	+	4134	109
YGL093W_id002	chrVII	334846	337679	+	2834	29
YGL094C_tx0	chrVII	330993	334490	-	3498	23
YGL095C_id009	chrVII	328782	330685	-	1904	56
YGL096W_id007	chrVII	324810	326269	+	1460	35
YGL097W_id004	chrVII	321706	323346	+	1641	101
YGL098W_id003	chrVII	317289	319046	+	1758	41
YGL099W_id001	chrVII	314567	316611	+	2045	67
YGL100W_id002	chrVII	313156	314399	+	1244	80
YGL101W_id005	chrVII	312147	313116	+	970	60
YGL103W_id001	chrVII	308491	311999	+	3509	9511
YGL104C_id006	chrVII	308576	310189	-	1614	60
YGL105W_id004	chrVII	307264	308664	+	1401	130
YGL106W_id009	chrVII	306535	307168	+	634	37
YGL107C_id001	chrVII	304211	306332	-	2122	25
YGL108C_id002	chrVII	303225	304115	-	891	37
YGL110C_id003	chrVII	301371	303421	-	2051	45
YGL111W_id001	chrVII	299951	301697	+	1747	118
YGL112C_id002	chrVII	298048	299800	-	1753	47
YGL113W_id002	chrVII	295885	298184	+	2300	16
YGL114W_id002	chrVII	293226	295731	+	2506	96
YGL115W_id001	chrVII	291885	293114	+	1230	226
YGL116W_id001	chrVII	289645	291739	+	2095	49
YGL117W_id001	chrVII	288426	289786	+	1361	80
YGL119W_id001	chrVII	284156	286030	+	1875	57
YGL120C_id001	chrVII	281426	283993	-	2568	103
YGL121C_id003	chrVII	280549	281262	-	714	22
YGL122C_id003	chrVII	278548	280532	-	1985	66
YGL123W_id002	chrVII	277328	278470	+	1143	4792
YGL124C_tx0	chrVII	274655	276739	-	2085	3
YGL125W_id002	chrVII	272334	274614	+	2281	9
YGL126W_tx0	chrVII	270972	272264	+	1293	1
YGL127C_id001	chrVII	270174	270831	-	658	25
YGL128C_id002	chrVII	269080	270160	-	1081	5
YGL129C_id002	chrVII	267574	269164	-	1591	25
YGL130W_id004	chrVII	266065	267764	+	1700	72
YGL131C_tx0	chrVII	261523	265884	-	4362	29
YGL133W_tx0	chrVII	257682	261626	+	3945	45
YGL134W_id002	chrVII	255566	257264	+	1699	20
YGL135W_id002	chrVII	254577	255579	+	1003	7669
YGL136C_id001	chrVII	252763	254004	-	1242	14
YGL137W_id003	chrVII	249845	253055	+	3211	197
YGL139W_id004	chrVII	245402	248444	+	3043	25
YGL140C_id001	chrVII	241074	245199	-	4126	106
YGL141W_id001	chrVII	238292	241205	+	2914	28
YGL142C_id001	chrVII	236064	238164	-	2101	40
YGL143C_id001	chrVII	234569	236164	-	1596	20
YGL144C_id001	chrVII	232291	234521	-	2231	20
YGL145W_id003	chrVII	230173	232466	+	2294	14
YGL146C_id010	chrVII	228590	229860	-	1271	0
YGL147C_id001	chrVII	225888	228346	-	2459	1113
YGL148W_id001	chrVII	226259	227685	+	1427	381
YGL150C_tx0	chrVII	220979	225598	-	4620	131
YGL151W_id002	chrVII	217469	221007	+	3539	14
YGL153W_id001	chrVII	216211	217383	+	1173	40
YGL154C_id001	chrVII	215155	216112	-	958	8
YGL155W_id001	chrVII	213925	215625	+	1701	40
YGL156W_tx0	chrVII	210391	213792	+	3402	6
YGL157W_id001	chrVII	208875	210141	+	1267	66
YGL158W_id001	chrVII	206645	208696	+	2052	1
YGL159W_id003	chrVII	202705	204209	+	1505	32
YGL160W_id002	chrVII	200453	202429	+	1977	32
YGL161C_id004	chrVII	199055	200251	-	1197	125
YGL162W_id001	chrVII	197430	199211	+	1782	7
YGL163C_id006	chrVII	193572	196537	-	2966	34
YGL164C_id003	chrVII	191854	193365	-	1512	39
YGL166W_id001	chrVII	191089	192013	+	925	52
YGL167C_id002	chrVII	187414	190875	-	3462	179
YGL168W_tx0	chrVII	187439	187921	+	483	0
YGL169W_id003	chrVII	186003	187562	+	1560	19
YGL170C_tx0	chrVII	184028	185419	-	1392	0
YGL171W_id001	chrVII	182374	184383	+	2010	65
YGL172W_id002	chrVII	180656	182231	+	1576	71
YGL173C_tx0	chrVII	175402	180138	-	4737	298
YGL174W_id006	chrVII	174529	175541	+	1013	8
YGL175C_id001	chrVII	173045	174364	-	1320	1
YGL176C_id001	chrVII	171312	173961	-	2650	23
YGL178W_tx0	chrVII	167327	170696	+	3370	32
YGL179C_id003	chrVII	163358	165179	-	1822	27
YGL180W_id001	chrVII	159502	163108	+	3607	44
YGL181W_id001	chrVII	157529	159173	+	1645	25
YGL183C_tx0	chrVII	156418	157310	-	893	0
YGL184C_id002	chrVII	154504	156060	-	1557	12
YGL185C_id002	chrVII	152785	154329	-	1545	19
YGL186C_id001	chrVII	150874	152828	-	1955	126
YGL187C_id001	chrVII	149401	150695	-	1295	100
YGL188C-A_id001	chrVII	148612	149422	-	811	0
YGL189C_id001	chrVII	148160	149080	-	921	2076
YGL190C_id001	chrVII	145348	147934	-	2587	73
YGL191W_id005	chrVII	144701	145471	+	771	504
YGL192W_id001	chrVII	142200	144826	+	2627	0
YGL193C_id005	chrVII	141871	142345	-	475	17
YGL194C_id001	chrVII	140157	141792	-	1636	4
YGL194C-A_id002	chrVII	139523	140245	-	723	14
YGL195W_tx0	chrVII	131500	139668	+	8169	616
YGL196W_id002	chrVII	129474	131269	+	1796	99
YGL197W_tx0	chrVII	124673	129286	+	4614	30
YGL198W_id001	chrVII	123569	124673	+	1105	137
YGL200C_id001	chrVII	122460	123382	-	923	275
YGL201C_id001	chrVII	117653	120974	-	3322	56
YGL202W_id001	chrVII	115995	118196	+	2202	301
YGL203C_id001	chrVII	112073	114731	-	2659	84
YGL204C_id001	chrVII	111188	112120	-	933	23
YGL205W_tx0	chrVII	108133	110529	+	2397	0
YGL206C_tx0	chrVII	102418	107529	-	5112	76
YGL207W_id003	chrVII	98863	102210	+	3348	242
YGL208W_id002	chrVII	97288	98741	+	1454	9
YGL209W_id001	chrVII	95806	97291	+	1486	32
YGL210W_id003	chrVII	93300	94566	+	1267	41
YGL211W_id002	chrVII	91775	94301	+	2527	0
YGL212W_id002	chrVII	91398	92477	+	1080	0
YGL213C_id002	chrVII	89794	91283	-	1490	128
YGL215W_id001	chrVII	87509	89921	+	2413	99
YGL216W_tx0	chrVII	84860	87427	+	2568	17
YGL219C_id003	chrVII	82794	84323	-	1530	20
YGL220W_id001	chrVII	81762	82912	+	1151	159
YGL221C_id001	chrVII	81173	82311	-	1139	136
YGL222C_tx0	chrVII	80534	81211	-	678	1
YGL223C_id001	chrVII	79048	80378	-	1331	1
YGL224C_id003	chrVII	77914	78984	-	1071	45
YGL225W_id001	chrVII	74914	78030	+	3117	242
YGL226C-A_id002	chrVII	72177	73207	-	1031	197
YGL226W_id016	chrVII	73335	73818	+	484	34
YGL227W_id002	chrVII	69629	72752	+	3124	33
YGL228W_id002	chrVII	67418	69498	+	2081	70
YGL229C_id001	chrVII	64228	67200	-	2973	24
YGL230C_id006	chrVII	63699	64257	-	559	3
YGL231C_id003	chrVII	62675	63632	-	958	230
YGL232W_id006	chrVII	62012	63071	+	1060	91
YGL233W_id001	chrVII	59044	61919	+	2876	40
YGL234W_id001	chrVII	55835	58977	+	3143	387
YGL236C_id004	chrVII	53717	56047	-	2331	27
YGL237C_id002	chrVII	52478	53622	-	1145	15
YGL238W_id001	chrVII	49507	52604	+	3098	58
YGL240W_id001	chrVII	48594	50519	+	1926	1
YGL241W_id002	chrVII	45428	48567	+	3140	36
YGL242C_id003	chrVII	44446	45269	-	824	97
YGL243W_id001	chrVII	43283	44643	+	1361	14
YGL244W_id001	chrVII	41423	43266	+	1844	48
YGL245W_id003	chrVII	39008	41379	+	2372	503
YGL246C_id002	chrVII	37469	38851	-	1383	93
YGL247W_id001	chrVII	36913	37677	+	765	27
YGL248W_id003	chrVII	35531	37153	+	1623	40
YGL249W_tx0	chrVII	33073	35337	+	2265	4
YGL250W_id006	chrVII	31875	32937	+	1063	19
YGL251C_tx0	chrVII	27796	31661	-	3866	12
YGL252C_id003	chrVII	25495	27515	-	2021	58
YGL253W_id005	chrVII	23813	25581	+	1769	877
YGL254W_id004	chrVII	22289	23948	+	1660	10
YGL255W_id002	chrVII	20662	22212	+	1551	1173
YGL256W_id001	chrVII	14466	16500	+	2035	250
YGL257C_id002	chrVII	12274	14321	-	2048	50
YGL258W_id001	chrVII	10443	12004	+	1562	15
YGL263W_id002	chrVII	2778	4081	+	1304	1
YGR001C_id001	chrVII	497061	498099	-	1039	144
YGR002C_id001	chrVII	498168	499915	-	1748	32
YGR003W_id001	chrVII	500103	502611	+	2509	19
YGR004W_id001	chrVII	502864	504654	+	1791	31
YGR005C_id001	chrVII	504480	505900	-	1421	102
YGR006W_id001	chrVII	506035	507418	+	1384	1
YGR007W_id003	chrVII	506454	508079	+	1626	53
YGR008C_id004	chrVII	507332	508409	-	1078	348
YGR009C_id003	chrVII	508908	511073	-	2166	58
YGR010W_tx0	chrVII	511520	512857	+	1338	1
YGR011W_id009	chrVII	511903	512923	+	1021	9
YGR012W_id005	chrVII	513142	514469	+	1328	20
YGR013W_id003	chrVII	514512	516696	+	2185	114
YGR014W_id003	chrVII	516668	520990	+	4323	123
YGR015C_id003	chrVII	520862	522099	-	1238	7
YGR016W_id003	chrVII	521934	523299	+	1366	4
YGR017W_id003	chrVII	523213	524794	+	1582	221
YGR018C_id001	chrVII	523713	524756	-	1044	1
YGR019W_id001	chrVII	525175	526917	+	1743	122
YGR020C_id003	chrVII	526612	527380	-	769	186
YGR021W_id006	chrVII	527581	528597	+	1017	9
YGR023W_id001	chrVII	529078	531190	+	2113	11
YGR024C_tx0	chrVII	531758	532621	-	864	9
YGR026W_id007	chrVII	532858	534091	+	1234	241
YGR027C_id002	chrVII	533944	534897	-	954	2573
YGR028W_id004	chrVII	542048	543474	+	1427	15
YGR029W_id001	chrVII	543512	544438	+	927	63
YGR030C_id001	chrVII	545594	546482	-	889	9
YGR031C-A_tx0	chrVII	546684	547325	-	642	0
YGR031W_id004	chrVII	546332	548032	+	1701	26
YGR032W_tx0	chrVII	548239	554076	+	5838	40
YGR033C_id003	chrVII	553938	555097	-	1160	49
YGR034W_id001	chrVII	555454	556771	+	1318	3123
YGR035C_id003	chrVII	556885	557518	-	634	11
YGR035W-A_id002	chrVII	556805	559197	+	2393	11
YGR036C_id002	chrVII	557519	559310	-	1792	22
YGR037C_id003	chrVII	559550	561058	-	1509	988
YGR038W_id003	chrVII	560331	561518	+	1188	51
YGR039W_id001	chrVII	574755	575253	+	499	0
YGR040W_id001	chrVII	575005	577115	+	2111	23
YGR041W_id004	chrVII	576983	579265	+	2283	2
YGR042W_id003	chrVII	578999	580375	+	1377	21
YGR043C_tx0	chrVII	580310	581461	-	1152	1
YGR044C_id005	chrVII	582725	583984	-	1260	38
YGR045C_id001	chrVII	583775	584558	-	784	0
YGR046W_id003	chrVII	584773	586393	+	1621	33
YGR047C_id001	chrVII	586283	589498	-	3216	53
YGR048W_id001	chrVII	589776	591075	+	1300	50
YGR049W_id002	chrVII	591231	592205	+	975	22
YGR050C_id003	chrVII	591896	592537	-	642	6
YGR053C_id002	chrVII	594866	595962	-	1097	15
YGR054W_id004	chrVII	596503	598811	+	2309	131
YGR055W_id001	chrVII	599287	601256	+	1970	360
YGR056W_tx0	chrVII	601636	604572	+	2937	29
YGR057C_id001	chrVII	603595	605574	-	1980	7
YGR058W_id002	chrVII	606114	607552	+	1439	9
YGR059W_tx0	chrVII	607538	609226	+	1689	2
YGR060W_id002	chrVII	610473	611816	+	1344	104
YGR061C_id001	chrVII	611813	616084	-	4272	754
YGR062C_id001	chrVII	615983	617313	-	1331	24
YGR063C_id001	chrVII	616874	617841	-	968	54
YGR064W_id001	chrVII	616034	618133	+	2100	6
YGR065C_id001	chrVII	617935	619968	-	2034	28
YGR068C_id003	chrVII	624926	627157	-	2232	42
YGR070W_tx0	chrVII	627781	631398	+	3618	23
YGR071C_tx0	chrVII	631356	634088	-	2733	10
YGR072W_id003	chrVII	634255	635574	+	1320	36
YGR073C_id003	chrVII	635582	636521	-	940	1
YGR074W_id001	chrVII	635661	636452	+	792	56
YGR075C_id006	chrVII	635658	636915	-	1258	0
YGR076C_id002	chrVII	636975	637649	-	675	49
YGR077C_id001	chrVII	637672	639553	-	1882	72
YGR078C_id001	chrVII	639638	640402	-	765	53
YGR080W_id004	chrVII	641968	643162	+	1195	39
YGR081C_id002	chrVII	642780	643784	-	1005	27
YGR082W_id001	chrVII	643847	644745	+	899	170
YGR083C_tx0	chrVII	644735	646840	-	2106	88
YGR084C_id001	chrVII	647076	648356	-	1281	20
YGR085C_id003	chrVII	648296	649824	-	1529	446
YGR086C_id001	chrVII	649336	650935	-	1600	2
YGR087C_tx0	chrVII	651165	653006	-	1842	2
YGR088W_id001	chrVII	653562	656387	+	2826	69
YGR089W_id002	chrVII	656680	659836	+	3157	60
YGR090W_id002	chrVII	662090	666186	+	4097	62
YGR091W_id003	chrVII	666272	668002	+	1731	11
YGR092W_id003	chrVII	668114	670006	+	1893	36
YGR093W_id001	chrVII	670302	672035	+	1734	21
YGR094W_id001	chrVII	672186	675590	+	3405	288
YGR095C_id001	chrVII	675620	677115	-	1496	54
YGR096W_id001	chrVII	676615	677757	+	1143	24
YGR097W_id001	chrVII	678425	682284	+	3860	115
YGR098C_tx0	chrVII	682441	687483	-	5043	31
YGR099W_id001	chrVII	687819	690028	+	2210	12
YGR100W_id003	chrVII	690105	693204	+	3100	34
YGR101W_id002	chrVII	693281	694577	+	1297	82
YGR102C_id001	chrVII	694427	695245	-	819	25
YGR103W_id002	chrVII	695366	697439	+	2074	462
YGR104C_id007	chrVII	697306	698419	-	1114	21
YGR105W_id001	chrVII	698221	699010	+	790	106
YGR106C_id001	chrVII	698809	699846	-	1038	123
YGR107W_id001	chrVII	702568	703790	+	1223	3
YGR108W_id001	chrVII	703418	705311	+	1894	133
YGR109C_id002	chrVII	705245	706595	-	1351	9
YGR110W_id021	chrVII	713658	715142	+	1485	2
YGR111W_id002	chrVII	715735	717158	+	1424	69
YGR112W_id002	chrVII	717300	718785	+	1486	23
YGR113W_id001	chrVII	718810	720242	+	1433	50
YGR116W_id001	chrVII	720286	724955	+	4670	441
YGR117C_id003	chrVII	724773	726488	-	1716	11
YGR118W_id004	chrVII	726951	728072	+	1122	2232
YGR119C_id004	chrVII	727897	729780	-	1884	51
YGR120C_id002	chrVII	729857	730905	-	1049	16
YGR121C_id004	chrVII	731309	732962	-	1654	17
YGR121W-A_id002	chrVII	733216	733657	+	442	3
YGR122C-A_id004	chrVII	735182	736020	-	839	9
YGR122W_id005	chrVII	733728	735475	+	1748	41
YGR123C_id003	chrVII	736514	738304	-	1791	54
YGR124W_id001	chrVII	739847	741955	+	2109	370
YGR125W_id001	chrVII	742229	745595	+	3367	161
YGR127W_id002	chrVII	746140	747951	+	1812	43
YGR128C_id001	chrVII	747691	750129	-	2439	75
YGR129W_id003	chrVII	750376	751803	+	1428	23
YGR130C_id002	chrVII	751219	753982	-	2764	144
YGR131W_id004	chrVII	754595	755350	+	756	12
YGR132C_id003	chrVII	755364	757391	-	2028	99
YGR133W_tx0	chrVII	756871	757572	+	702	18
YGR134W_tx0	chrVII	757745	761263	+	3519	18
YGR135W_id002	chrVII	761300	762319	+	1020	193
YGR136W_tx0	chrVII	762403	763278	+	876	0
YGR137W_id002	chrVII	762454	763402	+	949	130
YGR138C_id002	chrVII	763678	765886	-	2209	394
YGR140W_tx0	chrVII	767404	770424	+	3021	25
YGR141W_id002	chrVII	770549	772399	+	1851	67
YGR142W_id003	chrVII	772277	773781	+	1505	45
YGR143W_tx0	chrVII	775168	777633	+	2466	7
YGR144W_tx0	chrVII	780374	781504	+	1131	16
YGR145W_id003	chrVII	781704	783984	+	2281	181
YGR146C_id003	chrVII	784040	785214	-	1175	32
YGR146C-A_id002	chrVII	785106	785939	-	834	0
YGR147C_id001	chrVII	785712	786983	-	1272	42
YGR148C_id003	chrVII	787156	788433	-	1278	1828
YGR149W_id001	chrVII	788961	791164	+	2204	103
YGR150C_tx0	chrVII	790334	793078	-	2745	34
YGR151C_id002	chrVII	794577	795028	-	452	0
YGR152C_tx0	chrVII	794549	795517	-	969	8
YGR153W_id002	chrVII	795949	796842	+	894	13
YGR154C_id001	chrVII	796555	798347	-	1793	10
YGR155W_id007	chrVII	798466	800198	+	1733	458
YGR156W_id002	chrVII	800395	801986	+	1592	19
YGR157W_id001	chrVII	802192	805237	+	3046	221
YGR158C_id005	chrVII	805017	806100	-	1084	13
YGR159C_id006	chrVII	806268	807802	-	1535	1068
YGR161C_id001	chrVII	808418	809518	-	1101	12
YGR161W-C_id005	chrVII	809990	810789	+	800	14
YGR162W_tx0	chrVII	824034	827042	+	3009	104
YGR163W_id001	chrVII	827401	828638	+	1238	33
YGR165W_id001	chrVII	828989	830294	+	1306	23
YGR166W_id002	chrVII	830408	832253	+	1846	30
YGR167W_id001	chrVII	832406	833703	+	1298	266
YGR168C_id001	chrVII	833270	834602	-	1333	18
YGR169C_id001	chrVII	834569	835970	-	1402	8
YGR169C-A_id001	chrVII	835989	836786	-	798	86
YGR170W_tx0	chrVII	837117	840683	+	3567	37
YGR171C_id002	chrVII	840710	842588	-	1879	7
YGR172C_id002	chrVII	842604	843628	-	1025	95
YGR173W_id008	chrVII	843803	845250	+	1448	73
YGR174C_tx0	chrVII	845768	846430	-	663	112
YGR174W-A_id002	chrVII	845835	846837	+	1003	9
YGR175C_id001	chrVII	846723	848521	-	1799	393
YGR177C_id001	chrVII	848627	850833	-	2207	61
YGR178C_id002	chrVII	850911	853448	-	2538	62
YGR179C_id001	chrVII	853523	854954	-	1432	21
YGR180C_id004	chrVII	855129	856507	-	1379	59
YGR181W_id002	chrVII	858196	858827	+	632	75
YGR183C_id005	chrVII	858606	859553	-	948	81
YGR184C_tx0	chrVII	859776	865778	-	6003	115
YGR185C_id002	chrVII	866200	867552	-	1353	235
YGR186W_id001	chrVII	867764	870196	+	2433	277
YGR187C_id002	chrVII	870025	871501	-	1477	44
YGR188C_id001	chrVII	871857	875165	-	3309	4
YGR189C_id007	chrVII	876551	878324	-	1774	114
YGR190C_id002	chrVII	878248	882705	-	4458	18
YGR191W_id001	chrVII	880240	882791	+	2552	141
YGR192C_id001	chrVII	882706	885044	-	2339	23060
YGR193C_id001	chrVII	883264	885830	-	2567	1
YGR194C_tx0	chrVII	885948	887900	-	1953	25
YGR195W_id002	chrVII	888783	890033	+	1251	59
YGR196C_id001	chrVII	889619	892260	-	2642	41
YGR197C_id001	chrVII	892406	894346	-	1941	11
YGR198W_id001	chrVII	894593	897284	+	2692	57
YGR199W_id002	chrVII	897477	900109	+	2633	81
YGR200C_id001	chrVII	899527	902292	-	2766	117
YGR201C_id003	chrVII	902470	903219	-	750	19
YGR202C_id001	chrVII	903347	904853	-	1507	52
YGR203W_id001	chrVII	904747	905868	+	1122	37
YGR204C-A_id001	chrVII	909029	910237	-	1209	3
YGR204W_id004	chrVII	905857	908872	+	3016	540
YGR205W_id002	chrVII	909083	910320	+	1238	1
YGR206W_id002	chrVII	910247	910826	+	580	29
YGR207C_id002	chrVII	910244	911673	-	1430	63
YGR208W_id001	chrVII	911838	913060	+	1223	73
YGR209C_id001	chrVII	911732	913318	-	1587	833
YGR210C_id001	chrVII	913294	914863	-	1570	98
YGR211W_id001	chrVII	915117	916900	+	1784	147
YGR212W_tx0	chrVII	917015	918571	+	1557	3
YGR213C_id001	chrVII	918369	919469	-	1101	0
YGR214W_id003	chrVII	920465	921958	+	1494	1705
YGR215W_id004	chrVII	922110	922719	+	610	33
YGR216C_id001	chrVII	922379	924485	-	2107	24
YGR217W_tx0	chrVII	924671	930940	+	6270	29
YGR218W_id001	chrVII	932242	935998	+	3757	184
YGR220C_id002	chrVII	935690	936893	-	1204	47
YGR221C_id002	chrVII	937048	939162	-	2115	19
YGR222W_id002	chrVII	939824	940889	+	1066	22
YGR223C_id003	chrVII	940787	942274	-	1488	25
YGR224W_tx0	chrVII	942781	944772	+	1992	0
YGR225W_tx0	chrVII	945120	947144	+	2025	0
YGR227W_id001	chrVII	947352	949216	+	1865	16
YGR229C_id001	chrVII	949180	951243	-	2064	49
YGR230W_id001	chrVII	951749	952484	+	736	17
YGR231C_id004	chrVII	952311	953576	-	1266	106
YGR232W_id003	chrVII	953852	954736	+	885	112
YGR233C_tx0	chrVII	954549	958235	-	3687	42
YGR234W_id001	chrVII	959796	961382	+	1587	487
YGR235C_id001	chrVII	961273	962332	-	1060	23
YGR236C_id002	chrVII	962337	963289	-	953	4
YGR237C_id001	chrVII	963129	965715	-	2587	14
YGR238C_tx0	chrVII	965914	968712	-	2799	26
YGR239C_id001	chrVII	968735	970157	-	1423	6
YGR240C_id008	chrVII	970514	973968	-	3455	600
YGR241C_id004	chrVII	974707	976748	-	2042	55
YGR243W_tx0	chrVII	977311	977901	+	591	14
YGR244C_id002	chrVII	977914	979457	-	1544	74
YGR245C_id002	chrVII	979332	982150	-	2819	196
YGR246C_id001	chrVII	982320	984442	-	2123	63
YGR247W_id001	chrVII	984827	985907	+	1081	0
YGR248W_id001	chrVII	985954	986947	+	994	91
YGR249W_tx0	chrVII	988024	989544	+	1521	2
YGR250C_id001	chrVII	991061	993772	-	2712	115
YGR251W_id003	chrVII	995594	996771	+	1178	48
YGR252W_id006	chrVII	996808	998396	+	1589	84
YGR253C_id003	chrVII	997523	999200	-	1678	133
YGR254W_id002	chrVII	1000890	1002515	+	1626	1904
YGR255C_id001	chrVII	1002283	1004055	-	1773	68
YGR256W_id013	chrVII	1004617	1006214	+	1598	8
YGR257C_id003	chrVII	1006104	1007423	-	1320	27
YGR258C_id003	chrVII	1007610	1010795	-	3186	34
YGR259C_id001	chrVII	1012206	1013266	-	1061	0
YGR260W_id001	chrVII	1012249	1014214	+	1966	361
YGR261C_id001	chrVII	1014200	1016813	-	2614	55
YGR262C_id003	chrVII	1016787	1017804	-	1018	143
YGR263C_id001	chrVII	1017889	1019313	-	1425	20
YGR264C_id001	chrVII	1019509	1022373	-	2865	147
YGR266W_id007	chrVII	1022600	1024912	+	2313	66
YGR267C_id001	chrVII	1024765	1026607	-	1843	258
YGR268C_id001	chrVII	1025773	1026691	-	919	0
YGR270W_tx0	chrVII	1027345	1031634	+	4290	94
YGR271C-A_id001	chrVII	1037676	1038639	-	964	101
YGR271W_tx0	chrVII	1031766	1037819	+	6054	39
YGR274C_id002	chrVII	1039810	1043103	-	3294	23
YGR275W_tx0	chrVII	1043251	1043874	+	624	26
YGR276C_tx0	chrVII	1043694	1045505	-	1812	42
YGR277C_id001	chrVII	1045477	1046574	-	1098	37
YGR278W_id001	chrVII	1046721	1048625	+	1905	12
YGR279C_id002	chrVII	1048336	1050061	-	1726	1219
YGR280C_id003	chrVII	1050609	1051764	-	1156	162
YGR281W_tx0	chrVII	1052799	1057382	+	4584	135
YGR282C_id001	chrVII	1057242	1058748	-	1507	1020
YGR283C_id001	chrVII	1058873	1060089	-	1217	44
YGR284C_id005	chrVII	1060424	1061641	-	1218	170
YGR285C_id001	chrVII	1061678	1063185	-	1508	1024
YGR286C_id001	chrVII	1063653	1065214	-	1562	43
YGR287C_id002	chrVII	1067040	1069020	-	1981	2
YGR288W_id001	chrVII	1070205	1072304	+	2100	16
YGR289C_tx0	chrVII	1073838	1075838	-	2001	3
YGR292W_tx0	chrVII	1076574	1078478	+	1905	1
YGR294W_tx0	chrVII	1080281	1080793	+	513	1
YGR295C_tx0	chrVII	1081459	1082754	-	1296	11
YGR296W_tx0	chrVII	1084839	1090716	+	5878	9
YHL001W_id003	chrVIII	104256	105378	+	1123	1071
YHL002C-A_id001	chrVIII	102344	103091	-	748	1
YHL002W_id003	chrVIII	102565	104064	+	1500	86
YHL003C_id001	chrVIII	100391	102061	-	1671	134
YHL004W_id003	chrVIII	99139	100582	+	1444	13
YHL006C_id007	chrVIII	97943	98862	-	920	6
YHL006W-A_id001	chrVIII	97236	98129	+	894	5
YHL007C_id002	chrVIII	94977	98081	-	3105	53
YHL008C_id003	chrVIII	92452	94678	-	2227	56
YHL009C_id002	chrVIII	83715	85184	-	1470	23
YHL010C_tx0	chrVIII	81839	83746	-	1908	20
YHL011C_id002	chrVIII	80380	81716	-	1337	205
YHL013C_id003	chrVIII	77299	78393	-	1095	24
YHL014C_id003	chrVIII	76037	77345	-	1309	7
YHL015W_id001	chrVIII	75393	76055	+	663	324
YHL016C_id001	chrVIII	71955	74549	-	2595	8
YHL017W_id001	chrVIII	70164	71982	+	1819	9
YHL018W_id001	chrVIII	69677	70187	+	511	3
YHL019C_id002	chrVIII	67643	69584	-	1942	17
YHL020C_id003	chrVIII	66116	67545	-	1430	30
YHL021C_id003	chrVIII	64331	65937	-	1607	32
YHL022C_tx0	chrVIII	62836	64182	-	1347	3
YHL023C_id002	chrVIII	59014	62595	-	3582	14
YHL024W_tx0	chrVIII	56624	58915	+	2292	0
YHL025W_id004	chrVIII	54649	55952	+	1304	47
YHL026C_id003	chrVIII	53097	54271	-	1175	10
YHL027W_id001	chrVIII	50969	53195	+	2227	131
